"position","entropy"
182,0
183,0.74937775196535
184,0.203348754743772
185,0
186,0
187,1.16492328112142
188,1.43254247590989
189,0.3201355293084
190,0.3201355293084
191,0
192,0.881290899230693
193,0
194,0
195,0.3701355293084
196,0
197,0
198,0
199,0.543564443199596
200,0.60396552981135
201,0.66493326750643
202,0
203,0.16866093149667
204,0.509237949373815
205,0
206,0.237087326936216
207,0.860201220980831
208,0
209,0.60396552981135
210,0.269850986472729
211,0
212,0
213,1.1227477944292
214,0.203348754743772
215,0.237087326936216
216,0
217,0
218,0
219,0.797584679824574
220,0.0356127291244862
221,0
222,0
223,0
224,0
225,0.548440072708022
226,0.16866093149667
227,0
228,0.909736122531166
229,0.0356127291244862
230,0
231,0
232,0
233,0
234,0.468995593589281
235,0
236,0
237,1.06902967403635
238,0
239,0
240,0.237087326936216
241,0
242,0
243,0.16866093149667
244,0.468995593589281
245,0
246,0
247,0
248,0
249,0.286396957115956
250,0
251,0
252,0.0356127291244862
253,0
254,0
255,0.0356127291244862
256,0
257,0
258,0.930951167327613
259,0.983708262623186
260,0.0356127291244862
261,0.352899188844913
262,0
263,0
264,0.3201355293084
265,0.16866093149667
266,0
267,0.41707520366301
268,0.286396957115956
269,0
270,0.16866093149667
271,0
272,0
273,1.22057007717232
274,0
275,0
276,0.721928094887362
277,0.16866093149667
278,0.0356127291244862
279,0.0356127291244862
280,0
281,0
282,0.71493326750643
283,0
284,0
285,0.203348754743772
286,0
287,0
288,0.16866093149667
289,0.448836862762062
290,0
291,0
292,0
293,0
294,0
295,0
296,0
297,0.872387751949599
298,0
299,0
300,0
301,0
302,0
303,0.581885065134246
304,0
305,0
306,0.16866093149667
307,0.0356127291244862
308,0
309,0.286396957115956
310,0.16866093149667
311,0
312,0
313,0.0356127291244862
314,0.0356127291244862
315,1.00000129848595
316,0
317,0
318,0.16866093149667
319,0
320,0
321,0.286396957115956
322,0
323,0
324,0
325,0
326,0
327,0.811278124459133
328,0
329,0.0703005523715881
330,0.531488275080206
331,0.16866093149667
332,0
333,0.0356127291244862
334,0
335,0
336,0.881290899230693
337,0
338,0
339,0
340,0
341,0
342,0.0703005523715881
343,0
344,0
345,0
346,0.0356127291244862
347,0
348,0
349,0
350,0
351,1.46761588510305
352,0
353,0
354,0.589735285398626
355,0
356,0.639510368936281
357,0.954434002924965
358,0.721928094887362
359,0
360,0.203348754743772
361,0
362,0
363,0.0703005523715881
364,0
365,0
366,0.41707520366301
367,0
368,0
369,0
370,0.0356127291244862
371,0
372,0.203348754743772
373,0.0356127291244862
374,0
375,0.479567885153935
376,0.16866093149667
377,0
378,0.0356127291244862
379,0.203348754743772
380,0.16866093149667
381,0
382,0
383,0
384,0.60396552981135
385,0
386,0
387,0.203348754743772
388,0
389,0
390,0
391,0.336396957115956
392,0.16866093149667
393,0.485947391217097
394,0
395,0
396,0.0356127291244862
397,0
398,0
399,0.574295465591469
400,0.0356127291244862
401,1.69888341577211
402,0.237087326936216
403,0.0703005523715881
404,0.16866093149667
405,0.836361647325848
406,0
407,0
408,0.881290899230693
409,0
410,0
411,0.16866093149667
412,1.03680278410055
413,0
414,0.0356127291244862
415,0
416,0
417,1.37379233991229
418,0
419,0
420,0
421,0
422,0
423,0.203348754743772
424,0
425,0.16866093149667
426,0.643470933947869
427,0
428,0
429,0.286396957115956
430,0
431,0
432,0.445061934555718
433,0.16866093149667
434,0.0356127291244862
435,0.16866093149667
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0.0703005523715881
444,0.237087326936216
445,0
446,0
447,0.3201355293084
448,0
449,0
450,0.3201355293084
451,0
452,0
453,0.16866093149667
454,0
455,0
456,0.448836862762062
457,0
458,0
459,0.0356127291244862
460,0
461,0
462,0.16866093149667
463,0
464,0
465,0.668087315034821
466,0
467,0
468,0.721928094887362
469,0
470,0
471,0.41707520366301
472,0
473,0
474,0.0356127291244862
475,1.02464773279573
476,0
477,0.0356127291244862
478,0
479,0
480,0.0356127291244862
481,0
482,0
483,1.13989134543977
484,0
485,0
486,0.16866093149667
487,0
488,0.203348754743772
489,0
490,0
491,0.16866093149667
492,0.0703005523715881
493,0
494,0.0703005523715881
495,1.00913528110688
496,0.203348754743772
497,0
498,1.0050121241671
499,0.468995593589281
500,0.16866093149667
501,0.860201220980831
502,0.0703005523715881
503,0.550123406035194
504,0.0356127291244862
505,0.3201355293084
506,0.415391870335838
507,0.384311544126497
508,0
509,0
510,0
511,0
512,0
513,0.543564443199596
514,0
515,0
516,0
517,0.689735285398626
518,0
519,0.543564443199596
520,0.16866093149667
521,0
522,0.203348754743772
523,0
524,0
525,0
526,0
527,0
528,0.74937775196535
529,0
530,0
531,0.3201355293084
532,0
533,0
534,0.844401917005967
535,0
536,0
537,1.0540157730728
538,0
539,0
540,0.0356127291244862
541,0
542,0
543,0.6098403047164
544,0
545,0
546,0.836361647325848
547,0
548,0
549,0.3201355293084
550,0
551,0
552,0.286396957115956
553,0
554,0
555,0.384311544126497
556,0
557,0
558,0.894938931057396
559,0
560,0
561,0.203348754743772
562,0
563,0
564,0.983708262623186
565,0.0703005523715881
566,0
567,1.13949519727947
568,0
569,0
570,0.286396957115956
571,0.500757252688333
572,0
573,0.16866093149667
574,0
575,0
576,0.485947391217097
577,0
578,0
579,0.0356127291244862
580,0
581,0
582,1.53949107030013
583,0
584,0
585,0.16866093149667
586,0
587,0
588,1.95887184844536
589,0.203348754743772
590,0.3201355293084
591,0.820562343350984
592,0
593,0
594,1.48242126430972
595,1.02798713342958
596,0
597,0.847138019066101
598,0.66453647745239
599,0.336396957115956
600,0.237087326936216
601,0.237087326936216
602,0.237087326936216
603,0
604,0.16866093149667
605,0.41707520366301
606,1.25151948035868
607,0
608,0
609,0.384311544126497
610,0
611,0
612,0
613,0.848548178294616
614,0.0356127291244862
615,0.286396957115956
616,0
617,0
618,0
619,0.384660847943965
620,0
621,0.3201355293084
622,0.203348754743772
623,0
624,0.574295465591469
625,0
626,0
627,0
628,0.16866093149667
629,0
630,0.574295465591469
631,0
632,0
633,0.203348754743772
634,0
635,0
636,0.882752400088628
637,0
638,0
639,0.336396957115956
640,0
641,0.6098403047164
642,0.500757252688333
643,0
644,0
645,0.352899188844913
646,0
647,0
648,0
649,0
650,0
651,0.99819587904281
652,0
653,0
654,0.737013732183534
655,0
656,0
657,0.0356127291244862
658,1.15499551482257
659,0.0703005523715881
660,0.836361647325848
661,1.01814621334743
662,0
663,0.468995593589281
664,0.531488275080206
665,0.384311544126497
666,1.5550121241671
667,0
668,0
669,0
670,0
671,0
672,0.41707520366301
673,0
674,0
675,0.909736122531166
676,0
677,0
678,0.352899188844913
679,0
680,0
681,0.6098403047164
682,0
683,0
684,1.30148876284486
685,0
686,0
687,0.925057123134937
688,0
689,0
690,0.925057123134937
691,0
692,0
693,0.848548178294616
694,0
695,0
696,0.286396957115956
697,0
698,0.0356127291244862
699,0.485947391217097
700,0.69420654167227
701,1.35050139149663
702,0.827254744044454
703,0
704,0
705,0.844401917005967
706,0
707,0
708,0
709,0
710,0.669015835056558
711,0.74937775196535
712,0.16866093149667
713,0.336396957115956
714,0
715,0
716,0
717,0.0356127291244862
718,0
719,0
720,0.989699592057018
721,0.3201355293084
722,0.0356127291244862
723,0.848548178294616
724,0.16866093149667
725,0
726,1.00314429989248
727,0
728,0
729,0.6098403047164
730,0
731,0
732,0.203348754743772
733,0
734,0
735,0.970950594454669
736,0
737,0
738,0.500757252688333
739,0
740,0
741,0.16866093149667
742,0
743,0
744,0.581885065134246
745,0
746,0
747,0.3701355293084
748,0
749,0
750,0.500757252688333
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0.16866093149667
760,0
761,0
762,0.203348754743772
763,0
764,0
765,0.16866093149667
766,0
767,0
768,0.16866093149667
769,0
770,0
771,0.0356127291244862
772,0
773,0
774,0.203348754743772
775,0
776,0
777,0.970950594454669
778,0
779,0
780,0.543564443199596
781,1.50887090561423
782,1.28655869695723
783,1.10532816936232
784,0.0356127291244862
785,0.0356127291244862
786,0.987831767782396
787,0
788,0
789,0
790,0
791,0
792,0.0356127291244862
793,0
794,0.237087326936216
795,0.3201355293084
796,0.16866093149667
797,0
798,0.237087326936216
799,0.286396957115956
800,0
801,0.836361647325848
802,0
803,0.203348754743772
804,1.24486764269931
805,0
806,0
807,0.453183731680584
808,0
809,0.203348754743772
810,0.16866093149667
811,0
812,0.203348754743772
813,0.16866093149667
814,1.54547882048427
815,1.1227477944292
816,0.384311544126497
817,0.384660847943965
818,0.3201355293084
819,0.561158339300086
820,0
821,0
822,0.94488461894526
823,0
824,0
825,0
826,0
827,0
828,1.35050139149663
829,0.517709050316149
830,0
831,0.721928094887362
832,0.848548178294616
833,1.01847093394787
834,1.54359304149712
835,0
836,0
837,0.90384207833849
838,0
839,0.384311544126497
840,0.987831767782396
841,0
842,0
843,0.352899188844913
844,0
845,0
846,0.934068055375491
847,1.01840139205027
848,0
849,0.0703005523715881
850,0
851,0
852,0
853,0
854,0
855,1.01502932529955
856,0.286396957115956
857,0
858,0.90384207833849
859,0
860,0.16866093149667
861,0.16866093149667
862,0.468995593589281
863,0
864,0.860201220980831
865,0.0703005523715881
866,0.669015835056558
867,0.543564443199596
868,0.0356127291244862
869,0
870,0.269850986472729
871,0
872,0
873,0.872387751949599
874,0.384311544126497
875,0
876,0.203348754743772
877,0.0356127291244862
878,0
879,1
880,0.286396957115956
881,0.16866093149667
882,0.16866093149667
883,0.286396957115956
884,0
885,0.104039124564032
886,0.16866093149667
887,0.16866093149667
888,0.97281841872929
889,0
890,0
891,0.286396957115956
892,0.0356127291244862
893,0.0356127291244862
894,0.848548178294616
895,0.795478820484269
896,0.707343667963654
897,0.16866093149667
898,0
899,0
900,0.203348754743772
901,0.972279966990139
902,0
903,0
904,0.0356127291244862
905,0
906,0.94488461894526
907,0.336396957115956
908,0
909,1.00447367242795
910,0.848548178294616
911,0
912,1.02855166823607
913,0
914,0.104039124564032
915,0.16866093149667
916,0.384660847943965
917,0.581885065134246
918,1.06323442381047
919,0
920,0
921,0
922,0.448836862762062
923,0
924,1.30343987028496
925,0.97281841872929
926,0.0356127291244862
927,0.41707520366301
928,0.16866093149667
929,1.03010061049042
930,0.633805455060517
931,0
932,0
933,0
934,0
935,0
936,0.912814895472355
937,0.969163078942262
938,0
939,0.269850986472729
940,0.3201355293084
941,0.3201355293084
942,0.836361647325848
943,0
944,0
945,0.203348754743772
946,0
947,0
948,0.0356127291244862
949,0.0703005523715881
950,0
951,0.60396552981135
952,0.3201355293084
953,0
954,0.203348754743772
955,0
956,0
957,0.860201220980831
958,0.286396957115956
959,0
960,0.0356127291244862
961,0
962,0
963,0.269850986472729
964,0
965,0
966,0.352899188844913
967,0
968,0
969,0.384660847943965
970,0
971,0.41707520366301
972,1.02798713342958
973,0
974,0
975,0.16866093149667
976,0.203348754743772
977,0
978,0.6098403047164
979,0.485947391217097
980,0.16866093149667
981,1.21625389122663
982,0
983,0
984,0
985,0.286396957115956
986,0
987,0
988,0
989,0
990,1.13806032653929
991,0
992,0
993,0
994,0
995,0
996,0.639510368936281
997,0.16866093149667
998,0
999,0.3201355293084
1000,0
1001,0
1002,0.0356127291244862
1003,0
1004,0
1005,0.940264552550343
1006,0.0356127291244862
1007,0
1008,0.203348754743772
1009,0
1010,0.336396957115956
1011,0.795478820484269
1012,0
1013,0
1014,0
1015,0
1016,0.0356127291244862
1017,0.574295465591469
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,0
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,0
1118,0
1119,0
1120,0.384311544126497
1121,0.16866093149667
1122,0
1123,0.237087326936216
1124,0
1125,0
1126,0
1127,0.16866093149667
1128,0
1129,1.01684367104769
1130,0
1131,0
1132,0.16866093149667
1133,0
1134,0
1135,0.402899188844913
1136,0
1137,0
1138,0.6098403047164
1139,0.0356127291244862
1140,0
1141,0.953895551185814
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0.642286151745999
1148,0
1149,0
1150,1.67454810203985
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0.0356127291244862
1157,0
1158,0.909736122531166
1159,0.74937775196535
1160,0
1161,0
1162,0.104039124564032
1163,0
1164,0
1165,0.269850986472729
1166,0
1167,0.468995593589281
1168,0.589735285398626
1169,0
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0.543564443199596
1177,0.237087326936216
1178,0.384311544126497
1179,0
1180,0.16866093149667
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0.650757252688333
1187,0
1188,0.992774453987808
1189,0
1190,0
1191,0
1192,0.0356127291244862
1193,0
1194,0
1195,0
1196,0
1197,0.0356127291244862
1198,0.16866093149667
1199,0.737013732183534
1200,0
1201,0.60396552981135
1202,0
1203,0
1204,0.203348754743772
1205,0.203348754743772
1206,0
1207,0.495061934555718
1208,0.954365887468492
1209,0
1210,0
1211,0.90384207833849
1212,0
1213,0.0356127291244862
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0.0356127291244862
1220,0
1221,0
1222,0.881290899230693
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0.983708262623186
1229,0
1230,0
1231,0.581885065134246
1232,0.485947391217097
1233,0.384311544126497
1234,0.795478820484269
1235,0
1236,0
1237,0
1238,0.0356127291244862
1239,0
1240,0.41707520366301
1241,0
1242,0.16866093149667
1243,0.286396957115956
1244,0
1245,0
1246,0.203348754743772
1247,0
1248,0
1249,0.639510368936281
1250,0.860201220980831
1251,0.531488275080206
1252,0
1253,0
1254,0
1255,0.237087326936216
1256,0
1257,0
1258,0.203348754743772
1259,0
1260,0
1261,0.286396957115956
1262,0
1263,0
1264,0
1265,0
1266,0.0356127291244862
1267,0.60396552981135
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0.500757252688333
1274,0
1275,0
1276,0.16866093149667
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0.721928094887362
1286,0.203348754743772
1287,0.16866093149667
1288,0.531488275080206
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0.669015835056558
1295,0.203348754743772
1296,0.16866093149667
1297,0.16866093149667
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0.286396957115956
1304,0.66453647745239
1305,0
1306,0
1307,0
1308,0
1309,0.448836862762062
1310,0
1311,0
1312,0.811278124459133
1313,0
1314,0
1315,0
1316,0
1317,0.136802784100545
1318,0
1319,0.775663743436605
1320,0
1321,0.721928094887362
1322,0
1323,0
1324,0.352899188844913
1325,0
1326,0
1327,0.286396957115956
1328,0.16866093149667
1329,0
1330,0.16866093149667
1331,0.92638005252486
1332,0.237087326936216
1333,1.45243122183449
1334,0
1335,0
1336,1.15334875474377
1337,1.01840139205027
1338,0
1339,1.01868466508658
1340,0
1341,0
1342,0
1343,0
1344,0.286396957115956
1345,0
1346,0
1347,0.0356127291244862
1348,0.639510368936281
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0.0356127291244862
1355,0
1356,0
1357,0.203348754743772
1358,0
1359,0
1360,0.0356127291244862
1361,0
1362,0
1363,0.841430758862552
1364,0
1365,0
1366,0
1367,1.03063906222957
1368,0
1369,0.820562343350984
1370,0
1371,0
1372,0.16866093149667
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0.269850986472729
1379,0
1380,0
1381,0.828585174484992
1382,0.16866093149667
1383,0
1384,0.776411952571056
1385,0.3201355293084
1386,0
1387,0
1388,0
1389,0
1390,0.0356127291244862
1391,0
1392,0
1393,0.384311544126497
1394,0
1395,0
1396,0.16866093149667
1397,0
1398,0
1399,0.237087326936216
1400,0.16866093149667
1401,0.286396957115956
1402,1.01269333565275
1403,0
1404,0
1405,1.03684246485013
1406,0.384311544126497
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0.0356127291244862
1414,0.916153975853844
1415,0
1416,0
1417,0.999020794733271
1418,0.863845245940606
1419,0
1420,1.10532816936232
1421,0.952431221834489
1422,0
1423,0.16866093149667
1424,0
1425,0
1426,0.500757252688333
1427,0.0356127291244862
1428,0
1429,0.16866093149667
1430,0
1431,0
1432,0.0356127291244862
1433,0.0356127291244862
1434,0.16866093149667
1435,0.203348754743772
1436,0
1437,0
1438,0.500757252688333
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0.0356127291244862
1445,0
1446,0
1447,0.721928094887362
1448,0
1449,0.3201355293084
1450,0
1451,0.509237949373815
1452,0.16866093149667
1453,0.500757252688333
1454,0.795478820484269
1455,0
1456,0.203348754743772
1457,0
1458,0
1459,0.543564443199596
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0.0356127291244862
1466,0
1467,0
1468,0
1469,0.16866093149667
1470,0.0356127291244862
1471,1.14807752767174
1472,0.90384207833849
1473,0.999020794733271
1474,0.751328429704341
1475,0
1476,0
1477,0.3201355293084
1478,0
1479,0
1480,0.0356127291244862
1481,0
1482,0.0356127291244862
1483,0.69420654167227
1484,0
1485,0
1486,0.836361647325848
1487,0.925057123134937
1488,0.485947391217097
1489,0.16866093149667
1490,0.769192829013014
1491,0.41707520366301
1492,0.237087326936216
1493,1.44277445398781
1494,0
1495,1.42660989815151
1496,0
1497,0.0703005523715881
1498,0.721928094887362
1499,0
1500,0
1501,0.3701355293084
1502,0
1503,0
1504,0.966550544021598
1505,0
1506,0
1507,0.352899188844913
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0.0356127291244862
1517,0.775663743436605
1518,0.860201220980831
1519,0.500757252688333
1520,1.01814621334743
1521,0
1522,0.830640983527282
1523,0.972279966990139
1524,0.830640983527282
1525,0.908711945808789
1526,0
1527,0
1528,0.828585174484992
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0.237087326936216
1538,0
1539,0
1540,0.203348754743772
1541,0
1542,0
1543,0.0356127291244862
1544,0
1545,0
1546,0.0356127291244862
1547,0
1548,0
1549,0
1550,0
1551,0.0356127291244862
1552,0.775663743436605
1553,0.0356127291244862
1554,0
1555,0
1556,0
1557,0
1558,0.872387751949599
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0.16866093149667
1568,0
1569,0
1570,0.770746060105762
1571,0
1572,0
1573,0.0703005523715881
1574,0
1575,0.0356127291244862
1576,0.581885065134246
1577,0
1578,0
1579,0
1580,0
1581,0
1582,0.0703005523715881
1583,0
1584,0
1585,0.90384207833849
1586,0.286396957115956
1587,0
1588,0.16866093149667
1589,0
1590,0
1591,0.16866093149667
1592,0
1593,0.0356127291244862
1594,0.0703005523715881
1595,0
1596,0
1597,0.237087326936216
1598,0
1599,0
1600,0.930951167327613
1601,0
1602,0
1603,0.468995593589281
1604,0.848548178294616
1605,0.872387751949599
1606,0.908711945808789
1607,0
1608,0
1609,0.94488461894526
1610,0.574295465591469
1611,0
1612,1.33242494331452
1613,0
1614,0
1615,1.02855166823607
1616,0
1617,0
1618,1.53995565642262
1619,0
1620,0
1621,0.286396957115956
1622,0
1623,0
1624,0
1625,0
1626,0
1627,0.203348754743772
1628,0.0356127291244862
1629,0
1630,0.950778663137936
1631,0
1632,0
1633,0
1634,0
1635,0.16866093149667
1636,0.41707520366301
1637,0
1638,0
1639,0.237087326936216
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0.0356127291244862
1646,0
1647,0
1648,0.989699592057018
1649,0
1650,0
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0.203348754743772
1658,0.16866093149667
1659,0.16866093149667
1660,0
1661,0
1662,0
1663,0.16866093149667
1664,0
1665,0
1666,0
1667,0
1668,0
1669,0
1670,0
1671,0
1672,0.0356127291244862
1673,0
1674,0
1675,0.6098403047164
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,0
1692,0
1693,0
1694,0
1695,0
1696,0.531488275080206
1697,0
1698,0
1699,0.0356127291244862
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0.934068055375491
1709,0
1710,0
1711,0.16866093149667
1712,0
1713,0
1714,0.286396957115956
1715,0.203348754743772
1716,0
1717,0
1718,0.237087326936216
1719,0
1720,0
1721,0.0356127291244862
1722,0
1723,0.16866093149667
1724,0
1725,0
1726,0.74937775196535
1727,0.581885065134246
1728,0
1729,0.16866093149667
1730,0.800251526226039
1731,0
1732,0.0356127291244862
1733,0.468995593589281
1734,0
1735,0
1736,0
1737,0
1738,0.989161140317866
1739,0.384311544126497
1740,0
1741,0.16866093149667
1742,0
1743,0
1744,0
1745,0
1746,0
1747,0.286396957115956
1748,0
1749,0.793040335360062
1750,0
1751,0
1752,0
1753,0
1754,0.669015835056558
1755,0
1756,0
1757,0
1758,0
1759,0
1760,0
1761,0
1762,0.336396957115956
1763,0
1764,0.203348754743772
1765,0.16866093149667
1766,0
1767,0
1768,0
1769,0.848548178294616
1770,0.384311544126497
1771,0
1772,0.16866093149667
1773,0
1774,0.0356127291244862
1775,0.16866093149667
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0.993249423353015
1784,0
1785,0
1786,0
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0.0356127291244862
1793,0
1794,0
1795,0
1796,0
1797,0.384311544126497
1798,0.0356127291244862
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0.848548178294616
1814,0
1815,0
1816,1.03689028071067
1817,0.453183731680584
1818,0.0356127291244862
1819,0
1820,0
1821,0
1822,0.0356127291244862
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0
1832,0
1833,0
1834,0
1835,0
1836,0
1837,0.16866093149667
1838,0
1839,0
1840,0.872387751949599
1841,0
1842,0
1843,0.881290899230693
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,0
1857,0
1858,0
1859,0
1860,0
1861,0.286396957115956
1862,0
1863,0
1864,0.721928094887362
1865,0
1866,0
1867,0.500757252688333
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0.668087315034821
1874,0
1875,0
1876,0.697592781155097
1877,0.0356127291244862
1878,0
1879,0.633805455060517
1880,0.16866093149667
1881,0.468995593589281
1882,0.41707520366301
1883,0
1884,0
1885,1.44680500887153
1886,0
1887,0
1888,0.66493326750643
1889,0
1890,0
1891,0.668087315034821
1892,0.0356127291244862
1893,0
1894,0.16866093149667
1895,0.811278124459133
1896,0
1897,0.903967444885076
1898,0
1899,0
1900,1.03689028071067
1901,0
1902,0
1903,0.468995593589281
1904,0
1905,0.16866093149667
1906,0.269850986472729
1907,0
1908,0
1909,0.16866093149667
1910,0
1911,0.0356127291244862
1912,0
1913,0
1914,0
1915,0.574295465591469
1916,0
1917,0
1918,0.41707520366301
1919,0.0356127291244862
1920,0
1921,0.384311544126497
1922,0
1923,0
1924,0.41707520366301
1925,0
1926,0
1927,1.13619250226466
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0.3201355293084
1934,0
1935,0
1936,0.0356127291244862
1937,0
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0.0703005523715881
1949,0.384311544126497
1950,0
1951,0
1952,0
1953,0.286396957115956
1954,0
1955,0
1956,0
1957,0
1958,0
1959,0
1960,0
1961,0
1962,0
1963,0
1964,0.3201355293084
1965,0.237087326936216
1966,0
1967,0.697592781155097
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0.468995593589281
1974,0
1975,0
1976,0
1977,0
1978,0.384311544126497
1979,0.384311544126497
1980,0
1981,0
